<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.03.23	16:00:00	0.74593	0.74992	0.74565	0.74975	12451	0	1
2022.03.23	20:00:00	0.74975	0.75074	0.74953	0.74967	5265	0	1
2022.03.24	00:00:00	0.74960	0.75015	0.74817	0.74934	8353	0	2
2022.03.24	04:00:00	0.74935	0.74968	0.74662	0.74836	7666	0	1
2022.03.24	08:00:00	0.74836	0.74858	0.74665	0.74793	10883	0	0
2022.03.24	12:00:00	0.74793	0.75009	0.74759	0.74950	14471	0	0
2022.03.24	16:00:00	0.74947	0.75280	0.74915	0.75052	15833	0	0
2022.03.24	20:00:00	0.75052	0.75189	0.75051	0.75112	5159	0	0
2022.03.25	00:00:00	0.75100	0.75243	0.75009	0.75234	9239	0	2
2022.03.25	04:00:00	0.75234	0.75280	0.75128	0.75255	9344	0	0
2022.03.25	08:00:00	0.75254	0.75368	0.74947	0.75075	10916	0	0
2022.03.25	12:00:00	0.75075	0.75253	0.75051	0.75095	11051	0	0
2022.03.25	16:00:00	0.75094	0.75292	0.74977	0.75159	17776	0	0
2022.03.25	20:00:00	0.75159	0.75273	0.75131	0.75155	5797	0	0
2022.03.28	00:00:00	0.75000	0.75235	0.74989	0.75053	5340	0	2
2022.03.28	04:00:00	0.75052	0.75328	0.74991	0.75225	13862	0	0
2022.03.28	08:00:00	0.75223	0.75404	0.75099	0.75298	15672	0	0
2022.03.28	12:00:00	0.75298	0.75308	0.75055	0.75060	16061	0	0
2022.03.28	16:00:00	0.75060	0.75062	0.74665	0.74935	19210	0	0
2022.03.28	20:00:00	0.74934	0.75011	0.74793	0.74883	7399	0	1
2022.03.29	00:00:00	0.74861	0.75075	0.74737	0.74743	6421	0	2
2022.03.29	04:00:00	0.74743	0.74948	0.74741	0.74813	10923	0	0
2022.03.29	08:00:00	0.74814	0.75186	0.74799	0.74819	13315	0	0
2022.03.29	12:00:00	0.74818	0.75121	0.74562	0.74820	23895	0	0
2022.03.29	16:00:00	0.74820	0.75113	0.74729	0.74880	23399	0	0
2022.03.29	20:00:00	0.74877	0.75168	0.74841	0.75083	7883	0	1
2022.03.30	00:00:00	0.75027	0.75238	0.74997	0.75098	5812	0	2
2022.03.30	04:00:00	0.75098	0.75304	0.75047	0.75245	12828	0	0
2022.03.30	08:00:00	0.75246	0.75355	0.75057	0.75134	15474	0	0
2022.03.30	12:00:00	0.75137	0.75309	0.75027	0.75185	13406	0	0
2022.03.30	16:00:00	0.75186	0.75367	0.75049	0.75165	15929	0	0
2022.03.30	20:00:00	0.75165	0.75167	0.75022	0.75094	7178	0	0
2022.03.31	00:00:00	0.75087	0.75251	0.74935	0.75109	7763	0	2
2022.03.31	04:00:00	0.75109	0.75121	0.74803	0.74810	11169	0	0
2022.03.31	08:00:00	0.74811	0.74889	0.74703	0.74765	14497	0	0
2022.03.31	12:00:00	0.74765	0.74957	0.74714	0.74928	12346	0	0
2022.03.31	16:00:00	0.74928	0.75141	0.74856	0.74958	21194	0	0
2022.03.31	20:00:00	0.74958	0.75004	0.74805	0.74809	10941	0	0
2022.04.01	00:00:00	0.74815	0.74995	0.74765	0.74822	5244	0	2
2022.04.01	04:00:00	0.74821	0.74894	0.74735	0.74771	9825	0	0
2022.04.01	08:00:00	0.74774	0.75176	0.74727	0.75132	11487	0	0
2022.04.01	12:00:00	0.75133	0.75249	0.75086	0.75142	12529	0	0
2022.04.01	16:00:00	0.75141	0.75156	0.74810	0.74872	16655	0	0
2022.04.01	20:00:00	0.74871	0.75046	0.74813	0.74954	7500	0	0
2022.04.04	00:00:00	0.74867	0.74969	0.74825	0.74927	4116	0	2
2022.04.04	04:00:00	0.74926	0.75160	0.74918	0.75098	7710	0	0
2022.04.04	08:00:00	0.75099	0.75225	0.75049	0.75144	9933	0	0
2022.04.04	12:00:00	0.75143	0.75191	0.75057	0.75167	9376	0	0
2022.04.04	16:00:00	0.75169	0.75564	0.75114	0.75395	12689	0	0
2022.04.04	20:00:00	0.75395	0.75520	0.75375	0.75420	5864	0	0
2022.04.05	00:00:00	0.75411	0.75484	0.75376	0.75420	4454	0	2
2022.04.05	04:00:00	0.75424	0.76041	0.75358	0.75986	8457	0	0
2022.04.05	08:00:00	0.75986	0.76396	0.75969	0.76386	14179	0	0
2022.04.05	12:00:00	0.76386	0.76394	0.76163	0.76357	9950	0	0
2022.04.05	16:00:00	0.76361	0.76614	0.75850	0.75910	17902	0	0
2022.04.05	20:00:00	0.75911	0.76012	0.75717	0.75778	8365	0	0
2022.04.06	00:00:00	0.75760	0.75931	0.75704	0.75784	4847	0	2
2022.04.06	04:00:00	0.75784	0.75824	0.75614	0.75760	9594	0	0
2022.04.06	08:00:00	0.75760	0.75935	0.75669	0.75816	12978	0	0
2022.04.06	12:00:00	0.75814	0.75879	0.75617	0.75657	10455	0	0
2022.04.06	16:00:00	0.75658	0.75704	0.75255	0.75320	14431	0	0
2022.04.06	20:00:00	0.75320	0.75571	0.74852	0.75084	23466	0	0
2022.04.07	00:00:00	0.75051	0.75185	0.74993	0.75065	6175	0	2
2022.04.07	04:00:00	0.75065	0.75104	0.74746	0.74789	10388	0	0
2022.04.07	08:00:00	0.74786	0.74937	0.74742	0.74765	12888	0	0
2022.04.07	12:00:00	0.74765	0.74929	0.74741	0.74784	9468	0	0
2022.04.07	16:00:00	0.74787	0.74916	0.74666	0.74697	16629	0	0
2022.04.07	20:00:00	0.74697	0.74854	0.74697	0.74791	9201	0	0
2022.04.08	00:00:00	0.74791	0.74870	0.74751	0.74786	4386	0	2
2022.04.08	04:00:00	0.74786	0.74835	0.74730	0.74777	8450	0	0
2022.04.08	08:00:00	0.74776	0.74928	0.74573	0.74636	11651	0	0
2022.04.08	12:00:00	0.74636	0.74704	0.74490	0.74502	8416	0	0
2022.04.08	16:00:00	0.74502	0.74636	0.74263	0.74605	16231	0	0
2022.04.08	20:00:00	0.74605	0.74619	0.74533	0.74589	7589	0	0
2022.04.11	00:00:00	0.74561	0.74648	0.74372	0.74394	4702	0	2
2022.04.11	04:00:00	0.74393	0.74510	0.74178	0.74468	11153	0	0
2022.04.11	08:00:00	0.74468	0.74514	0.74213	0.74330	13233	0	0
2022.04.11	12:00:00	0.74330	0.74605	0.74317	0.74381	9720	0	0
2022.04.11	16:00:00	0.74381	0.74414	0.74134	0.74178	14779	0	0
2022.04.11	20:00:00	0.74178	0.74313	0.74146	0.74165	6599	0	0
2022.04.12	00:00:00	0.74149	0.74299	0.74054	0.74079	5161	0	2
2022.04.12	04:00:00	0.74077	0.74310	0.73993	0.74270	9257	0	0
2022.04.12	08:00:00	0.74270	0.74397	0.74227	0.74303	12323	0	0
2022.04.12	12:00:00	0.74303	0.74829	0.74251	0.74791	12671	0	0
2022.04.12	16:00:00	0.74791	0.74936	0.74646	0.74761	20713	0	0
2022.04.12	20:00:00	0.74757	0.74777	0.74508	0.74549	10847	0	1
2022.04.13	00:00:00	0.74510	0.74598	0.74425	0.74451	4351	0	2
2022.04.13	04:00:00	0.74451	0.74746	0.74436	0.74484	11868	0	0
2022.04.13	08:00:00	0.74484	0.74566	0.74261	0.74272	13455	0	0
2022.04.13	12:00:00	0.74272	0.74338	0.74021	0.74077	10904	0	0
2022.04.13	16:00:00	0.74077	0.74462	0.73917	0.74403	18991	0	0
2022.04.13	20:00:00	0.74405	0.74547	0.74380	0.74511	9038	0	1
2022.04.14	00:00:00	0.74493	0.74660	0.74423	0.74549	5939	0	2
2022.04.14	04:00:00	0.74549	0.74683	0.74443	0.74580	9206	0	0
2022.04.14	08:00:00	0.74581	0.74668	0.74391	0.74495	10563	0	0
2022.04.14	12:00:00	0.74495	0.74532	0.74324	0.74341	13142	0	0
2022.04.14	16:00:00	0.74341	0.74386	0.73971	0.74125	20282	0	0
2022.04.14	20:00:00	0.74125	0.74242	0.74090	0.74175	6012	0	1
2022.04.15	00:00:00	0.74148	0.74182	0.74021	0.74040	2465	0	4
2022.04.15	04:00:00	0.74040	0.74063	0.73982	0.74035	4055	0	2
2022.04.15	08:00:00	0.74034	0.74133	0.73993	0.74119	8778	0	1
2022.04.15	12:00:00	0.74118	0.74126	0.74002	0.74041	7300	0	7
2022.04.15	16:00:00	0.74040	0.74068	0.73902	0.73929	5692	0	5
2022.04.15	20:00:00	0.73927	0.73973	0.73900	0.73961	2294	0	9
2022.04.18	00:00:00	0.73889	0.74035	0.73819	0.73852	5846	0	2
2022.04.18	04:00:00	0.73853	0.73895	0.73510	0.73543	9192	0	0
2022.04.18	08:00:00	0.73543	0.73711	0.73512	0.73636	7350	0	0
2022.04.18	12:00:00	0.73636	0.73757	0.73624	0.73715	6462	0	0
2022.04.18	16:00:00	0.73714	0.73786	0.73459	0.73513	11276	0	0
2022.04.18	20:00:00	0.73515	0.73580	0.73428	0.73484	5917	0	1
2022.04.19	00:00:00	0.73467	0.73682	0.73403	0.73547	5326	0	2
2022.04.19	04:00:00	0.73548	0.73765	0.73449	0.73736	9440	0	0
2022.04.19	08:00:00	0.73736	0.74001	0.73671	0.73892	12699	0	0
2022.04.19	12:00:00	0.73892	0.73892	0.73507	0.73598	9842	0	0
2022.04.19	16:00:00	0.73598	0.73883	0.73547	0.73774	14742	0	0
2022.04.19	20:00:00	0.73775	0.73812	0.73659	0.73756	7310	0	0
2022.04.20	00:00:00	0.73732	0.74023	0.73690	0.73966	5865	0	2
2022.04.20	04:00:00	0.73966	0.74245	0.73722	0.74244	12667	0	0
2022.04.20	08:00:00	0.74244	0.74348	0.74100	0.74329	12445	0	0
2022.04.20	12:00:00	0.74329	0.74466	0.74154	0.74203	11307	0	0
2022.04.20	16:00:00	0.74202	0.74573	0.74202	0.74455	12951	0	0
2022.04.20	20:00:00	0.74457	0.74562	0.74377	0.74500	7621	0	1
2022.04.21	00:00:00	0.74475	0.74541	0.74282	0.74326	6020	0	2
2022.04.21	04:00:00	0.74326	0.74424	0.74209	0.74358	9589	0	0
2022.04.21	08:00:00	0.74358	0.74581	0.74333	0.74480	14286	0	0
2022.04.21	12:00:00	0.74483	0.74496	0.74251	0.74312	8090	0	0
2022.04.21	16:00:00	0.74312	0.74392	0.73667	0.73690	13996	0	0
2022.04.21	20:00:00	0.73690	0.73795	0.73648	0.73706	11530	0	1
2022.04.22	00:00:00	0.73683	0.73766	0.73561	0.73578	6199	0	2
2022.04.22	04:00:00	0.73578	0.73663	0.73313	0.73416	11394	0	0
2022.04.22	08:00:00	0.73416	0.73492	0.73035	0.73035	16582	0	0
2022.04.22	12:00:00	0.73036	0.73137	0.72970	0.73028	10841	0	0
2022.04.22	16:00:00	0.73030	0.73056	0.72405	0.72413	18046	0	0
2022.04.22	20:00:00	0.72415	0.72498	0.72347	0.72431	10082	0	0
2022.04.25	00:00:00	0.72401	0.72537	0.72125	0.72128	7297	0	2
2022.04.25	04:00:00	0.72128	0.72147	0.71640	0.71664	14464	0	0
2022.04.25	08:00:00	0.71667	0.72028	0.71498	0.71720	22651	0	0
2022.04.25	12:00:00	0.71720	0.71852	0.71439	0.71667	18505	0	0
2022.04.25	16:00:00	0.71664	0.71710	0.71348	0.71642	23592	0	0
2022.04.25	20:00:00	0.71642	0.71808	0.71574	0.71777	14947	0	1
2022.04.26	00:00:00	0.71750	0.71920	0.71693	0.71879	7559	0	2
2022.04.26	04:00:00	0.71879	0.72288	0.71760	0.72243	14629	0	0
2022.04.26	08:00:00	0.72244	0.72278	0.71788	0.72010	17555	0	0
2022.04.26	12:00:00	0.72010	0.72172	0.71862	0.71884	13671	0	0
2022.04.26	16:00:00	0.71884	0.71967	0.71408	0.71572	19985	0	0
2022.04.26	20:00:00	0.71573	0.71589	0.71186	0.71218	11368	0	1
2022.04.27	00:00:00	0.71188	0.71484	0.71170	0.71330	6949	0	2
2022.04.27	04:00:00	0.71327	0.71833	0.71318	0.71828	16537	0	0
2022.04.27	08:00:00	0.71828	0.71906	0.71364	0.71491	20000	0	0
2022.04.27	12:00:00	0.71491	0.71617	0.71218	0.71242	15571	0	0
2022.04.27	16:00:00	0.71242	0.71496	0.71011	0.71417	26007	0	0
2022.04.27	20:00:00	0.71418	0.71454	0.71152	0.71255	15970	0	1
2022.04.28	00:00:00	0.71234	0.71279	0.71094	0.71175	6755	0	2
2022.04.28	04:00:00	0.71179	0.71250	0.70849	0.70974	15883	0	0
2022.04.28	08:00:00	0.70972	0.71620	0.70751	0.71344	27387	0	0
2022.04.28	12:00:00	0.71346	0.71408	0.70748	0.70755	21020	0	0
2022.04.28	16:00:00	0.70755	0.71036	0.70550	0.71016	26468	0	0
2022.04.28	20:00:00	0.71016	0.71113	0.70897	0.70954	10575	0	1
2022.04.29	00:00:00	0.70893	0.71332	0.70790	0.71252	5612	0	2
2022.04.29	04:00:00	0.71246	0.71459	0.71095	0.71449	13474	0	0
2022.04.29	08:00:00	0.71446	0.71651	0.71353	0.71463	18972	0	0
2022.04.29	12:00:00	0.71463	0.71798	0.71452	0.71680	13906	0	0
2022.04.29	16:00:00	0.71680	0.71682	0.70799	0.70840	23746	0	0
2022.04.29	20:00:00	0.70840	0.71042	0.70589	0.70598	11821	0	1
2022.05.02	00:00:00	0.70672	0.70820	0.70568	0.70615	9368	0	2
2022.05.02	04:00:00	0.70615	0.70656	0.70325	0.70378	13148	0	0
2022.05.02	08:00:00	0.70377	0.70621	0.70337	0.70576	16902	0	0
2022.05.02	12:00:00	0.70574	0.70767	0.70439	0.70454	11828	0	0
2022.05.02	16:00:00	0.70454	0.70697	0.70339	0.70391	24505	0	0
2022.05.02	20:00:00	0.70392	0.70552	0.70299	0.70503	14530	0	1
2022.05.03	00:00:00	0.70467	0.70930	0.70442	0.70918	6267	0	2
2022.05.03	04:00:00	0.70918	0.71474	0.70783	0.71000	14642	0	0
2022.05.03	08:00:00	0.71001	0.71280	0.70842	0.70988	19592	0	0
2022.05.03	12:00:00	0.70991	0.71267	0.70799	0.71161	13133	0	0
2022.05.03	16:00:00	0.71161	0.71214	0.70853	0.70904	17410	0	0
2022.05.03	20:00:00	0.70904	0.71047	0.70791	0.70959	12009	0	1
2022.05.04	00:00:00	0.70938	0.71073	0.70882	0.70995	4708	0	2
2022.05.04	04:00:00	0.70995	0.71184	0.70929	0.71068	9544	0	0
2022.05.04	08:00:00	0.71068	0.71227	0.70988	0.71187	12193	0	0
2022.05.04	12:00:00	0.71187	0.71461	0.71126	0.71438	9236	0	0
2022.05.04	16:00:00	0.71440	0.71512	0.71150	0.71505	15591	0	0
2022.05.04	20:00:00	0.71507	0.72649	0.71247	0.72587	39755	0	1
2022.05.05	00:00:00	0.72529	0.72609	0.72362	0.72401	7738	0	2
2022.05.05	04:00:00	0.72400	0.72658	0.72318	0.72354	14871	0	0
2022.05.05	08:00:00	0.72354	0.72496	0.72034	0.72177	18386	0	0
2022.05.05	12:00:00	0.72176	0.72263	0.71784	0.71844	17977	0	0
2022.05.05	16:00:00	0.71844	0.71884	0.70773	0.70882	35303	0	0
2022.05.05	20:00:00	0.70882	0.71164	0.70786	0.71120	24958	0	1
2022.05.06	00:00:00	0.71117	0.71322	0.70993	0.71231	8467	0	2
2022.05.06	04:00:00	0.71233	0.71249	0.70817	0.71098	18505	0	0
2022.05.06	08:00:00	0.71098	0.71144	0.70637	0.70885	24981	0	0
2022.05.06	12:00:00	0.70886	0.71351	0.70743	0.70778	22499	0	0
2022.05.06	16:00:00	0.70776	0.71172	0.70584	0.71020	47704	0	0
2022.05.06	20:00:00	0.71020	0.71054	0.70628	0.70704	23553	0	1
2022.05.09	00:00:00	0.70642	0.70693	0.70131	0.70133	10999	0	2
2022.05.09	04:00:00	0.70133	0.70283	0.70018	0.70078	18275	0	0
2022.05.09	08:00:00	0.70078	0.70197	0.69918	0.70007	21699	0	0
2022.05.09	12:00:00	0.70007	0.70282	0.69846	0.70209	20970	0	0
2022.05.09	16:00:00	0.70207	0.70224	0.69677	0.69909	30621	0	0
2022.05.09	20:00:00	0.69909	0.69951	0.69446	0.69498	19810	0	1
2022.05.10	00:00:00	0.69483	0.69625	0.69144	0.69211	11072	0	2
2022.05.10	04:00:00	0.69213	0.69724	0.69108	0.69681	24564	0	0
2022.05.10	08:00:00	0.69681	0.69860	0.69407	0.69657	24110	0	0
2022.05.10	12:00:00	0.69657	0.69769	0.69465	0.69636	19559	0	0
2022.05.10	16:00:00	0.69637	0.69817	0.69168	0.69225	39602	0	0
2022.05.10	20:00:00	0.69225	0.69585	0.69137	0.69347	24462	0	1
2022.05.11	00:00:00	0.69347	0.69468	0.69290	0.69417	5988	0	2
2022.05.11	04:00:00	0.69422	0.69637	0.69354	0.69629	13099	0	0
2022.05.11	08:00:00	0.69629	0.70076	0.69519	0.70040	17604	0	0
2022.05.11	12:00:00	0.70040	0.70205	0.69274	0.69326	21532	0	0
2022.05.11	16:00:00	0.69328	0.70534	0.69305	0.69553	45896	0	0
2022.05.11	20:00:00	0.69554	0.69628	0.69296	0.69328	26483	0	1
2022.05.12	00:00:00	0.69333	0.69446	0.69113	0.69380	10776	0	2
2022.05.12	04:00:00	0.69380	0.69526	0.68888	0.68921	20176	0	0
2022.05.12	08:00:00	0.68921	0.69031	0.68700	0.68717	29549	0	0
2022.05.12	12:00:00	0.68717	0.68879	0.68519	0.68745	24603	0	0
2022.05.12	16:00:00	0.68746	0.68930	0.68422	0.68621	42075	0	0
2022.05.12	20:00:00	0.68623	0.68623	0.68289	0.68534	23955	0	1
2022.05.13	00:00:00	0.68534	0.68841	0.68521	0.68755	6887	0	2
2022.05.13	04:00:00	0.68755	0.68922	0.68630	0.68866	16153	0	0
2022.05.13	08:00:00	0.68866	0.69045	0.68761	0.68885	19520	0	0
2022.05.13	12:00:00	0.68884	0.68956	0.68665	0.68869	14051	0	0
2022.05.13	16:00:00	0.68869	0.69315	0.68738	0.69238	22990	0	0
2022.05.13	20:00:00	0.69238	0.69404	0.69017	0.69394	12528	0	1
2022.05.16	00:00:00	0.69192	0.69534	0.69190	0.69480	7700	0	2
2022.05.16	04:00:00	0.69480	0.69599	0.68722	0.68911	20101	0	0
2022.05.16	08:00:00	0.68911	0.69186	0.68782	0.69167	19131	0	0
2022.05.16	12:00:00	0.69166	0.69393	0.68989	0.69312	13508	0	0
2022.05.16	16:00:00	0.69311	0.69502	0.69169	0.69431	27249	0	0
2022.05.16	20:00:00	0.69431	0.69825	0.69427	0.69680	12924	0	0
2022.05.17	00:00:00	0.69680	0.69907	0.69633	0.69772	6569	0	0
2022.05.17	04:00:00	0.69772	0.70110	0.69751	0.70033	13369	0	0
2022.05.17	08:00:00	0.70033	0.70360	0.69979	0.70342	16528	0	0
2022.05.17	12:00:00	0.70343	0.70409	0.70160	0.70356	16814	0	0
2022.05.17	16:00:00	0.70358	0.70360	0.69963	0.70178	18328	0	0
2022.05.17	20:00:00	0.70178	0.70332	0.69895	0.70259	21622	0	0
2022.05.18	00:00:00	0.70259	0.70463	0.70213	0.70346	4925	0	0
2022.05.18	04:00:00	0.70346	0.70397	0.69956	0.70062	14544	0	0
2022.05.18	08:00:00	0.70062	0.70373	0.69968	0.70063	16544	0	0
2022.05.18	12:00:00	0.70064	0.70291	0.70054	0.70163	10405	0	0
2022.05.18	16:00:00	0.70164	0.70217	0.69813	0.70008	22235	0	0
2022.05.18	20:00:00	0.70008	0.70008	0.69491	0.69519	15654	0	0
2022.05.19	00:00:00	0.69517	0.69761	0.69499	0.69640	10386	0	0
2022.05.19	04:00:00	0.69637	0.70237	0.69533	0.70095	17481	0	0
2022.05.19	08:00:00	0.70095	0.70168	0.69584	0.69811	24947	0	0
2022.05.19	12:00:00	0.69811	0.70144	0.69782	0.70112	22083	0	0
2022.05.19	16:00:00	0.70116	0.70696	0.70110	0.70619	36537	0	0
2022.05.19	20:00:00	0.70620	0.70723	0.70459	0.70463	21496	0	0
2022.05.20	00:00:00	0.70470	0.70503	0.70204	0.70283	6438	0	0
2022.05.20	04:00:00	0.70283	0.70423	0.70022	0.70268	16017	0	0
2022.05.20	08:00:00	0.70268	0.70737	0.70253	0.70671	18482	0	0
2022.05.20	12:00:00	0.70670	0.70727	0.70502	0.70531	12585	0	0
2022.05.20	16:00:00	0.70531	0.70647	0.70148	0.70186	25604	0	0
2022.05.20	20:00:00	0.70188	0.70479	0.70039	0.70461	20031	0	0
2022.05.23	00:00:00	0.70468	0.70920	0.70370	0.70887	9016	0	0
2022.05.23	04:00:00	0.70888	0.70978	0.70795	0.70889	13392	0	0
2022.05.23	08:00:00	0.70889	0.71256	0.70847	0.71033	21480	0	0
2022.05.23	12:00:00	0.71032	0.71272	0.70992	0.71040	16560	0	0
2022.05.23	16:00:00	0.71040	0.71231	0.70950	0.71017	25213	0	0
2022.05.23	20:00:00	0.71019	0.71145	0.70865	0.71050	11785	0	0
2022.05.24	00:00:00	0.71050	0.71075	0.70748	0.70754	9130	0	0
2022.05.24	04:00:00	0.70754	0.70891	0.70655	0.70798	10872	0	0
2022.05.24	08:00:00	0.70801	0.71052	0.70623	0.70647	21603	0	0
2022.05.24	12:00:00	0.70646	0.70852	0.70636	0.70778	13382	0	0
2022.05.24	16:00:00	0.70777	0.70982	0.70564	0.70881	29070	0	0
2022.05.24	20:00:00	0.70880	0.71134	0.70790	0.71064	18610	0	0
2022.05.25	00:00:00	0.71029	0.71185	0.70907	0.70920	6274	0	0
2022.05.25	04:00:00	0.70920	0.71186	0.70816	0.71124	16769	0	0
2022.05.25	08:00:00	0.71124	0.71189	0.70768	0.70801	17737	0	0
2022.05.25	12:00:00	0.70800	0.70834	0.70355	0.70496	18156	0	0
2022.05.25	16:00:00	0.70496	0.70853	0.70393	0.70572	23631	0	0
2022.05.25	20:00:00	0.70573	0.70988	0.70529	0.70882	22456	0	0
2022.05.26	00:00:00	0.70839	0.71093	0.70710	0.71051	7409	0	0
2022.05.26	04:00:00	0.71051	0.71068	0.70666	0.70699	16601	0	0
2022.05.26	08:00:00	0.70699	0.70988	0.70569	0.70826	17703	0	0
2022.05.26	12:00:00	0.70827	0.71036	0.70715	0.70748	15238	0	0
2022.05.26	16:00:00	0.70745	0.70991	0.70715	0.70866	19567	0	0
2022.05.26	20:00:00	0.70866	0.70993	0.70830	0.70957	9932	0	0
2022.05.27	00:00:00	0.70957	0.71096	0.70875	0.70958	5840	0	0
2022.05.27	04:00:00	0.70958	0.71445	0.70943	0.71419	15298	0	0
2022.05.27	08:00:00	0.71419	0.71491	0.71235	0.71423	14919	0	0
2022.05.27	12:00:00	0.71424	0.71531	0.71347	0.71447	13249	0	0
2022.05.27	16:00:00	0.71447	0.71665	0.71402	0.71425	17021	0	0
2022.05.27	20:00:00	0.71424	0.71599	0.71413	0.71583	6967	0	0
2022.05.30	00:00:00	0.71542	0.71669	0.71480	0.71613	6662	0	0
2022.05.30	04:00:00	0.71615	0.71886	0.71595	0.71786	13295	0	0
2022.05.30	08:00:00	0.71785	0.71931	0.71719	0.71868	15809	0	0
2022.05.30	12:00:00	0.71868	0.71931	0.71732	0.71748	10604	0	0
2022.05.30	16:00:00	0.71748	0.71980	0.71745	0.71972	9798	0	0
2022.05.30	20:00:00	0.71970	0.71997	0.71955	0.71964	2803	0	0
2022.05.31	00:00:00	0.71964	0.72039	0.71704	0.71738	8428	0	0
2022.05.31	04:00:00	0.71738	0.71891	0.71620	0.71886	15676	0	0
2022.05.31	08:00:00	0.71888	0.71985	0.71742	0.71889	16493	0	0
2022.05.31	12:00:00	0.71889	0.71899	0.71497	0.71502	13946	0	0
2022.05.31	16:00:00	0.71503	0.71923	0.71503	0.71866	26310	0	0
2022.05.31	20:00:00	0.71865	0.71933	0.71704	0.71763	12509	0	0
2022.06.01	00:00:00	0.71763	0.71950	0.71679	0.71896	5794	0	0
2022.06.01	04:00:00	0.71895	0.71929	0.71581	0.71685	14167	0	0
2022.06.01	08:00:00	0.71688	0.71892	0.71636	0.71812	16561	0	0
2022.06.01	12:00:00	0.71812	0.72241	0.71801	0.72212	11567	0	0
2022.06.01	16:00:00	0.72214	0.72299	0.71554	0.71700	29423	0	0
2022.06.01	20:00:00	0.71700	0.71938	0.71696	0.71753	14038	0	0
2022.06.02	00:00:00	0.71733	0.71775	0.71632	0.71738	7601	0	0
2022.06.02	04:00:00	0.71738	0.71758	0.71583	0.71644	12564	0	0
2022.06.02	08:00:00	0.71643	0.71941	0.71404	0.71922	14140	0	0
2022.06.02	12:00:00	0.71922	0.72323	0.71873	0.72235	12055	0	0
2022.06.02	16:00:00	0.72234	0.72603	0.72122	0.72580	23392	0	0
2022.06.02	20:00:00	0.72579	0.72695	0.72510	0.72646	8200	0	0
2022.06.03	00:00:00	0.72629	0.72830	0.72613	0.72653	6519	0	0
2022.06.03	04:00:00	0.72651	0.72658	0.72528	0.72549	10906	0	0
2022.06.03	08:00:00	0.72550	0.72656	0.72477	0.72602	11493	0	0
2022.06.03	12:00:00	0.72602	0.72608	0.72170	0.72295	16687	0	0
2022.06.03	16:00:00	0.72295	0.72453	0.72018	0.72181	23590	0	0
2022.06.03	20:00:00	0.72182	0.72206	0.72020	0.72076	10253	0	0
2022.06.06	00:00:00	0.72092	0.72163	0.71970	0.72003	2406	0	2
2022.06.06	04:00:00	0.72005	0.72058	0.71866	0.72007	6646	0	0
2022.06.06	08:00:00	0.72007	0.72311	0.71943	0.72307	12033	0	0
2022.06.06	12:00:00	0.72309	0.72318	0.72131	0.72266	8698	0	0
2022.06.06	16:00:00	0.72266	0.72318	0.71903	0.72015	16939	0	0
2022.06.06	20:00:00	0.72016	0.72103	0.71864	0.71913	8177	0	0
2022.06.07	00:00:00	0.71905	0.71943	0.71725	0.71794	7217	0	0
2022.06.07	04:00:00	0.71794	0.72475	0.71595	0.71894	17629	0	0
2022.06.07	08:00:00	0.71898	0.72044	0.71658	0.71833	20728	0	0
2022.06.07	12:00:00	0.71832	0.71934	0.71568	0.71616	14881	0	0
2022.06.07	16:00:00	0.71616	0.72215	0.71584	0.72205	20819	0	0
2022.06.07	20:00:00	0.72205	0.72407	0.72137	0.72311	7025	0	0
2022.06.08	00:00:00	0.72274	0.72345	0.72180	0.72238	7125	0	0
2022.06.08	04:00:00	0.72238	0.72343	0.71944	0.71945	14246	0	0
2022.06.08	08:00:00	0.71929	0.72083	0.71767	0.71808	16409	0	0
2022.06.08	12:00:00	0.71808	0.72074	0.71756	0.72021	13807	0	0
2022.06.08	16:00:00	0.72021	0.72265	0.72008	0.72060	19458	0	0
2022.06.08	20:00:00	0.72060	0.72063	0.71867	0.71907	8704	0	0
2022.06.09	00:00:00	0.71869	0.71977	0.71747	0.71807	5874	0	0
2022.06.09	04:00:00	0.71807	0.71863	0.71610	0.71820	12192	0	0
2022.06.09	08:00:00	0.71819	0.71938	0.71640	0.71897	15509	0	0
2022.06.09	12:00:00	0.71897	0.71944	0.71482	0.71579	20847	0	0
2022.06.09	16:00:00	0.71579	0.71613	0.71105	0.71208	27482	0	0
2022.06.09	20:00:00	0.71207	0.71284	0.70932	0.70963	9645	0	0
2022.06.10	00:00:00	0.70950	0.71027	0.70845	0.70990	5859	0	0
2022.06.10	04:00:00	0.70991	0.71070	0.70883	0.70995	9873	0	0
2022.06.10	08:00:00	0.70993	0.71380	0.70993	0.71309	18461	0	0
2022.06.10	12:00:00	0.71309	0.71334	0.70700	0.70715	20190	0	0
2022.06.10	16:00:00	0.70716	0.70956	0.70377	0.70465	29745	0	0
2022.06.10	20:00:00	0.70466	0.70635	0.70387	0.70432	12366	0	0
2022.06.13	00:00:00	0.70328	0.70597	0.70089	0.70125	8903	0	0
2022.06.13	04:00:00	0.70125	0.70280	0.70007	0.70206	20261	0	0
2022.06.13	08:00:00	0.70204	0.70341	0.69851	0.69864	27274	0	0
2022.06.13	12:00:00	0.69863	0.69912	0.69570	0.69841	23636	0	0
